provider_state,drg_definition,drg_definition
NC,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,33
AZ,812 - RED BLOOD CELL DISORDERS W/O MCC,33
VA,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,33
MO,176 - PULMONARY EMBOLISM W/O MCC,33
IA,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,33
WA,069 - TRANSIENT ISCHEMIA,33
IA,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,33
AZ,389 - G.I. OBSTRUCTION W CC,33
MO,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,33
AZ,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,33
MD,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,33
AL,101 - SEIZURES W/O MCC,33
CO,378 - G.I. HEMORRHAGE W CC,33
MD,202 - BRONCHITIS & ASTHMA W CC/MCC,33
IN,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,33
TN,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",33
VA,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,33
IN,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,33
OH,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,33
TN,202 - BRONCHITIS & ASTHMA W CC/MCC,33
WI,812 - RED BLOOD CELL DISORDERS W/O MCC,33
IN,303 - ATHEROSCLEROSIS W/O MCC,33
WI,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,33
IA,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,33
TN,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,33
MN,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,33
IA,194 - SIMPLE PNEUMONIA & PLEURISY W CC,33
MI,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,33
NJ,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,33
TN,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,33
AL,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,33
LA,948 - SIGNS & SYMPTOMS W/O MCC,33
KS,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,33
TN,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",32
WA,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",32
WI,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,32
MA,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",32
IN,390 - G.I. OBSTRUCTION W/O CC/MCC,32
IN,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,32
VA,536 - FRACTURES OF HIP & PELVIS W/O MCC,32
IN,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,32
LA,069 - TRANSIENT ISCHEMIA,32
OH,473 - CERVICAL SPINAL FUSION W/O CC/MCC,32
GA,253 - OTHER VASCULAR PROCEDURES W CC,32
MD,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,32
MD,390 - G.I. OBSTRUCTION W/O CC/MCC,32
LA,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,32
OH,203 - BRONCHITIS & ASTHMA W/O CC/MCC,32
WA,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",32
WA,552 - MEDICAL BACK PROBLEMS W/O MCC,32
IN,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,32
AL,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",32
WI,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,32
TN,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,32
TN,300 - PERIPHERAL VASCULAR DISORDERS W CC,32
NC,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,32
NJ,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,32
AL,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,32
MS,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,32
GA,305 - HYPERTENSION W/O MCC,32
LA,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,32
MD,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,32
AR,378 - G.I. HEMORRHAGE W CC,32
TN,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,32
IA,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",32
MI,473 - CERVICAL SPINAL FUSION W/O CC/MCC,32
AR,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,32
AL,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",32
CO,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,32
CO,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,32
OK,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,32
NJ,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,32
MI,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,32
KY,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",32
WA,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",32
KY,389 - G.I. OBSTRUCTION W CC,32
GA,203 - BRONCHITIS & ASTHMA W/O CC/MCC,32
OK,069 - TRANSIENT ISCHEMIA,32
MS,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,32
SC,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",32
AL,552 - MEDICAL BACK PROBLEMS W/O MCC,32
WI,313 - CHEST PAIN,32
MS,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,32
MD,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,32
KY,305 - HYPERTENSION W/O MCC,32
MN,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,32
MS,202 - BRONCHITIS & ASTHMA W CC/MCC,32
OK,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,32
CA,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,32
VA,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,32
MD,885 - PSYCHOSES,32
TN,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,32
WV,194 - SIMPLE PNEUMONIA & PLEURISY W CC,32
OH,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,32
WV,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,32
IA,378 - G.I. HEMORRHAGE W CC,32
KY,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",32
MI,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,32
TN,552 - MEDICAL BACK PROBLEMS W/O MCC,32
AL,377 - G.I. HEMORRHAGE W MCC,31
MD,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",31
WV,292 - HEART FAILURE & SHOCK W CC,31
MO,811 - RED BLOOD CELL DISORDERS W MCC,31
MI,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,31
CT,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,31
NJ,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,31
MD,811 - RED BLOOD CELL DISORDERS W MCC,31
LA,379 - G.I. HEMORRHAGE W/O CC/MCC,31
WI,389 - G.I. OBSTRUCTION W CC,31
OK,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,31
KY,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",31
MO,303 - ATHEROSCLEROSIS W/O MCC,31
AR,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,31
CT,683 - RENAL FAILURE W CC,31
SC,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,31
CT,194 - SIMPLE PNEUMONIA & PLEURISY W CC,31
WI,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",31
IA,603 - CELLULITIS W/O MCC,31
IA,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",31
OR,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,31
IA,293 - HEART FAILURE & SHOCK W/O CC/MCC,31
NC,252 - OTHER VASCULAR PROCEDURES W MCC,31
AL,176 - PULMONARY EMBOLISM W/O MCC,31
MS,312 - SYNCOPE & COLLAPSE,31
MO,253 - OTHER VASCULAR PROCEDURES W CC,31
KS,683 - RENAL FAILURE W CC,31
TN,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,31
WV,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,31
WV,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,31
WV,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",31
WV,603 - CELLULITIS W/O MCC,31
NJ,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,31
AZ,948 - SIGNS & SYMPTOMS W/O MCC,31
KY,552 - MEDICAL BACK PROBLEMS W/O MCC,31
GA,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,31
TN,379 - G.I. HEMORRHAGE W/O CC/MCC,31
NC,473 - CERVICAL SPINAL FUSION W/O CC/MCC,31
SC,069 - TRANSIENT ISCHEMIA,31
OK,682 - RENAL FAILURE W MCC,31
MN,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,31
MO,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,31
SC,948 - SIGNS & SYMPTOMS W/O MCC,31
NJ,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,31
AZ,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,31
AZ,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,31
AZ,176 - PULMONARY EMBOLISM W/O MCC,31
OH,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,31
WI,176 - PULMONARY EMBOLISM W/O MCC,31
KS,378 - G.I. HEMORRHAGE W CC,31
KY,379 - G.I. HEMORRHAGE W/O CC/MCC,31
WA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,31
AL,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",30
CT,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,30
NM,194 - SIMPLE PNEUMONIA & PLEURISY W CC,30
IA,292 - HEART FAILURE & SHOCK W CC,30
MD,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",30
MO,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,30
SC,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,30
MD,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,30
MD,253 - OTHER VASCULAR PROCEDURES W CC,30
MD,252 - OTHER VASCULAR PROCEDURES W MCC,30
WA,948 - SIGNS & SYMPTOMS W/O MCC,30
IA,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,30
MI,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,30
SC,202 - BRONCHITIS & ASTHMA W CC/MCC,30
SC,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,30
WA,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,30
VA,253 - OTHER VASCULAR PROCEDURES W CC,30
MA,684 - RENAL FAILURE W/O CC/MCC,30
NC,203 - BRONCHITIS & ASTHMA W/O CC/MCC,30
IN,684 - RENAL FAILURE W/O CC/MCC,30
SC,377 - G.I. HEMORRHAGE W MCC,30
WA,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",30
NC,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,30
AL,300 - PERIPHERAL VASCULAR DISORDERS W CC,30
MN,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,30
GA,303 - ATHEROSCLEROSIS W/O MCC,30
AZ,069 - TRANSIENT ISCHEMIA,30
WA,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,30
TN,390 - G.I. OBSTRUCTION W/O CC/MCC,30
GA,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,30
MO,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,30
WA,176 - PULMONARY EMBOLISM W/O MCC,30
NC,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,30
MS,638 - DIABETES W CC,30
CT,292 - HEART FAILURE & SHOCK W CC,30
CO,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,30
AR,313 - CHEST PAIN,30
CT,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,30
SC,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,30
OR,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,30
TN,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,30
LA,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",30
MN,313 - CHEST PAIN,30
KS,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,30
LA,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,30
IN,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,30
CT,603 - CELLULITIS W/O MCC,30
GA,684 - RENAL FAILURE W/O CC/MCC,30
PA,885 - PSYCHOSES,30
MS,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30
CT,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",30
CT,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,30
MO,202 - BRONCHITIS & ASTHMA W CC/MCC,30
MS,069 - TRANSIENT ISCHEMIA,30
AZ,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,30
TN,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,30
MD,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,29
KS,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,29
TN,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,29
OR,292 - HEART FAILURE & SHOCK W CC,29
MI,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,29
MN,812 - RED BLOOD CELL DISORDERS W/O MCC,29
MO,149 - DYSEQUILIBRIUM,29
VA,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",29
VA,684 - RENAL FAILURE W/O CC/MCC,29
SC,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,29
NC,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,29
WV,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,29
NC,149 - DYSEQUILIBRIUM,29
WV,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,29
GA,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,29
GA,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,29
WV,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",29
KY,377 - G.I. HEMORRHAGE W MCC,29
CT,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,29
KS,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,29
MO,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,29
WV,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,29
KS,291 - HEART FAILURE & SHOCK W MCC,29
MD,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,29
MO,305 - HYPERTENSION W/O MCC,29
VA,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,29
IN,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,29
CT,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,29
CT,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,29
CT,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",29
CO,683 - RENAL FAILURE W CC,29
CT,378 - G.I. HEMORRHAGE W CC,29
CT,312 - SYNCOPE & COLLAPSE,29
CT,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,29
CT,291 - HEART FAILURE & SHOCK W MCC,29
IN,149 - DYSEQUILIBRIUM,29
CT,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,29
NC,602 - CELLULITIS W MCC,29
TN,101 - SEIZURES W/O MCC,29
AZ,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,29
CO,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,29
LA,389 - G.I. OBSTRUCTION W CC,29
GA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,29
NC,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,29
AR,683 - RENAL FAILURE W CC,29
SC,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",29
WA,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",29
WA,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,29
GA,536 - FRACTURES OF HIP & PELVIS W/O MCC,29
NY,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,29
SC,390 - G.I. OBSTRUCTION W/O CC/MCC,29
TX,885 - PSYCHOSES,29
WA,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,29
LA,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,29
WA,638 - DIABETES W CC,29
AZ,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,29
NJ,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,29
OR,194 - SIMPLE PNEUMONIA & PLEURISY W CC,29
AZ,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,29
IA,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,29
IA,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,29
MN,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,29
VA,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,28
AR,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,28
VA,602 - CELLULITIS W MCC,28
WI,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,28
SC,552 - MEDICAL BACK PROBLEMS W/O MCC,28
IA,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,28
AL,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,28
TN,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,28
VA,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,28
TN,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,28
CT,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,28
WI,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,28
MA,305 - HYPERTENSION W/O MCC,28
LA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,28
CT,293 - HEART FAILURE & SHOCK W/O CC/MCC,28
CT,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,28
SC,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",28
CT,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,28
KS,293 - HEART FAILURE & SHOCK W/O CC/MCC,28
AL,390 - G.I. OBSTRUCTION W/O CC/MCC,28
IN,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,28
AR,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,28
VA,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,28
WA,390 - G.I. OBSTRUCTION W/O CC/MCC,28
KS,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,28
LA,811 - RED BLOOD CELL DISORDERS W MCC,28
TN,253 - OTHER VASCULAR PROCEDURES W CC,28
VA,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,28
OR,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",28
VA,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,28
NC,253 - OTHER VASCULAR PROCEDURES W CC,28
AZ,377 - G.I. HEMORRHAGE W MCC,28
MD,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,28
GA,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,28
KS,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,28
MO,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,28
IA,291 - HEART FAILURE & SHOCK W MCC,28
KY,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,28
AL,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,28
MO,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,28
CO,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,28
IA,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,28
MO,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,28
VA,252 - OTHER VASCULAR PROCEDURES W MCC,28
GA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,28
MA,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,28
VA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,28
WV,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,28
AZ,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,28
KY,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,28
IA,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,28
MS,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,28
KY,101 - SEIZURES W/O MCC,28
IN,536 - FRACTURES OF HIP & PELVIS W/O MCC,28
MI,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,28
MO,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,28
CO,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,28
MO,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,28
IN,252 - OTHER VASCULAR PROCEDURES W MCC,28
MO,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,28
MN,552 - MEDICAL BACK PROBLEMS W/O MCC,28
MO,684 - RENAL FAILURE W/O CC/MCC,28
TN,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,28
NC,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,28
SC,101 - SEIZURES W/O MCC,28
CT,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,28
CT,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,28
LA,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",28
NC,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,28
WA,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,27
WI,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,27
NC,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,27
MO,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,27
MS,948 - SIGNS & SYMPTOMS W/O MCC,27
NC,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",27
WA,377 - G.I. HEMORRHAGE W MCC,27
MO,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,27
MO,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",27
MN,389 - G.I. OBSTRUCTION W CC,27
MN,948 - SIGNS & SYMPTOMS W/O MCC,27
MO,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,27
WI,069 - TRANSIENT ISCHEMIA,27
WV,293 - HEART FAILURE & SHOCK W/O CC/MCC,27
AR,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,27
MA,252 - OTHER VASCULAR PROCEDURES W MCC,27
OK,638 - DIABETES W CC,27
OK,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,27
LA,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,27
OK,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,27
AL,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,27
IA,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,27
AL,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,27
LA,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,27
IA,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,27
CO,312 - SYNCOPE & COLLAPSE,27
LA,390 - G.I. OBSTRUCTION W/O CC/MCC,27
CO,291 - HEART FAILURE & SHOCK W MCC,27
UT,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,27
LA,300 - PERIPHERAL VASCULAR DISORDERS W CC,27
VA,149 - DYSEQUILIBRIUM,27
AR,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,27
IN,305 - HYPERTENSION W/O MCC,27
CO,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,27
AZ,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,27
LA,252 - OTHER VASCULAR PROCEDURES W MCC,27
AR,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,27
